[	PUNCT	[
catching	VERB	catch
wild	ADJ	wild
horses	NOUN	horse
in	ADP	in
Texas	PROPN	Texas
with	ADP	with
his	PRON	his
adventurous	NOUN	adventurous
cousin	NOUN	cousin
.	PUNCT	.
""""	PUNCT	""""
[	PUNCT	[
Note	VERB	note
:	PUNCT	:
Young	ADJ	young
authors	NOUN	author
may	AUX	may
observe	VERB	observe
that	SCONJ	that
he	PRON	he
is	AUX	be
called	VERB	call
a	DET	a
brother	NOUN	brother
in	ADP	in
one	NUM	one
place	NOUN	place
and	CCONJ	and
a	DET	a
cousin	NOUN	cousin
in	ADP	in
another	DET	another
,	PUNCT	,
because	SCONJ	because
such	ADJ	such
slips	NOUN	slip
would	AUX	would
take	VERB	take
place	NOUN	place
in	ADP	in
a	DET	a
real	ADJ	real
narrative	NOUN	narrative
.	PUNCT	.
Proofreaders	NOUN	proofreader
do	AUX	do
not	PART	not
like	VERB	like
them	PRON	they
,	PUNCT	,
but	CCONJ	but
they	PRON	they
give	VERB	give
a	NOUN	a
plausibility	NOUN	plausibility
to	ADP	to
the	DET	the
story	NOUN	story
.	PUNCT	.
]	PUNCT	]
I	PRON	I
had	AUX	have
the	DET	the
impression	NOUN	impression
that	SCONJ	that
Wilkinson	PROPN	Wilkinson
's	PART	's
partner	NOUN	partner
was	AUX	be
named	VERB	name
Stephen	PROPN	Stephen
,	PUNCT	,
and	CCONJ	and
as	ADP	as
Philip	PROPN	Philip
and	CCONJ	and
Stephen	PROPN	Stephen
were	AUX	be
both	DET	both
evangelists	NOUN	evangelist
in	ADP	in
the	DET	the
Bible	PROPN	Bible
,	PUNCT	,
I	PRON	I
named	VERB	name
my	PRON	my
man	NOUN	man
Philip	PROPN	Philip
Nolan	PROPN	Nolan
,	PUNCT	,
on	ADP	on
the	DET	the
supposition	NOUN	supposition
that	SCONJ	that
the	DET	the
mother	NOUN	mother
who	PRON	who
named	VERB	name
one	NUM	one
son	NOUN	son
Stephen	PROPN	Stephen
would	AUX	would
name	VERB	name
another	DET	another
Philip	PROPN	Philip
.	PUNCT	.
It	PRON	it
was	AUX	be
not	PART	not
for	ADP	for
a	DET	a
year	NOUN	year
after	ADV	after
,	PUNCT	,
that	PRON	that
,	PUNCT	,
in	ADP	in
looking	VERB	look
at	ADP	at
Wilkinson	PROPN	Wilkinson
's	PART	's
""""	PUNCT	""""
Memoirs	NOUN	memoir
""""	PUNCT	""""
again	ADV	again
,	PUNCT	,
I	PRON	I
found	VERB	find
to	ADP	to
my	PRON	my
amazement	NOUN	amazement
,	PUNCT	,
not	PART	not
to	PART	to
say	VERB	say
my	PRON	my
dismay	NOUN	dismay
,	PUNCT	,
that	SCONJ	that
Wilkinson	PROPN	Wilkinson
's	PART	's
partner	NOUN	partner
was	AUX	be
named	VERB	name
Philip	PROPN	Philip
Nolan	PROPN	Nolan
.	PUNCT	.
We	PRON	we
had	AUX	have
,	PUNCT	,
therefore	ADV	therefore
,	PUNCT	,
two	NUM	two
Philip	PROPN	Philip
Nolans	PROPN	Nolans
,	PUNCT	,
one	NUM	one
a	DET	a
real	ADJ	real
historical	ADJ	historical
character	NOUN	character
,	PUNCT	,
who	PRON	who
was	AUX	be
murdered	VERB	murder
by	ADP	by
the	DET	the
Spaniards	PROPN	Spaniards
on	ADP	on
the	DET	the
21st	NOUN	21st
of	ADP	of
March	PROPN	March
,	PUNCT	,
1801	NUM	1801
,	PUNCT	,
at	ADP	at
Waco	PROPN	Waco
in	ADP	in
Texas	PROPN	Texas
;	PUNCT	;
the	DET	the
other	ADJ	other
a	DET	a
purely	ADV	purely
imaginary	ADJ	imaginary
character	NOUN	character
invented	VERB	invent
by	ADP	by
myself	PRON	myself
,	PUNCT	,
who	PRON	who
appears	VERB	appear
for	ADP	for
the	DET	the
first	ADJ	first
time	NOUN	time
on	ADP	on
the	DET	the
23d	NOUN	23d
of	ADP	of
September	PROPN	September
,	PUNCT	,
1807	NUM	1807
,	PUNCT	,
at	ADP	at
a	DET	a
court	NOUN	court
-	PUNCT	-
martial	NOUN	martial
at	ADP	at
Fort	PROPN	Fort
Adams	PROPN	Adams
.	PUNCT	.
I	PRON	I
supposed	VERB	suppose
nobody	PRON	nobody
but	SCONJ	but
myself	PRON	myself
in	ADP	in
New	PROPN	New
England	PROPN	England
had	AUX	have
ever	ADV	ever
heard	VERB	hear
of	ADP	of
Philip	PROPN	Philip
Nolan	PROPN	Nolan
.	PUNCT	.
But	CCONJ	but
in	ADP	in
the	DET	the
Southwest	PROPN	Southwest
,	PUNCT	,
in	ADP	in
Texas	PROPN	Texas
and	CCONJ	and
Louisiana	PROPN	Louisiana
,	PUNCT	,
it	PRON	it
was	AUX	be
but	SCONJ	but
sixty	NUM	sixty
-	PUNCT	-
two	NUM	two
years	NOUN	year
since	SCONJ	since
the	DET	the
Spaniards	PROPN	Spaniards
murdered	VERB	murder
him	PRON	he
.	PUNCT	.
In	ADP	in
truth	NOUN	truth
,	PUNCT	,
it	PRON	it
was	AUX	be
the	DET	the
death	NOUN	death
of	ADP	of
Nolan	PROPN	Nolan
,	PUNCT	,
the	DET	the
real	ADJ	real
Philip	PROPN	Philip
Nolan	PROPN	Nolan
,	PUNCT	,
killed	VERB	kill
by	ADP	by
one	NUM	one
Spanish	ADJ	spanish
governor	NOUN	governor
while	SCONJ	while
he	PRON	he
held	VERB	hold
the	DET	the
safe	ADJ	safe
-	PUNCT	-
conduct	NOUN	conduct
of	ADP	of
another	DET	another
,	PUNCT	,
which	DET	which
roused	VERB	rouse
that	DET	that
wave	NOUN	wave
of	ADP	of
indignation	NOUN	indignation
in	ADP	in
the	DET	the
Southwest	PROPN	Southwest
which	DET	which
ended	VERB	end
in	ADP	in
the	DET	the
independence	NOUN	independence
of	ADP	of
Texas	PROPN	Texas
.	PUNCT	.
I	PRON	I
think	VERB	think
the	DET	the
State	NOUN	state
of	ADP	of
Texas	PROPN	Texas
would	AUX	would
do	AUX	do
well	ADV	well
,	PUNCT	,
to	ADP	to
-	PUNCT	-
day	NOUN	day
,	PUNCT	,
if	SCONJ	if
it	PRON	it
placed	VERB	place
the	DET	the
statue	NOUN	statue
of	ADP	of
the	DET	the
real	ADJ	real
Phil	PROPN	Phil
Nolan	PROPN	Nolan
in	ADP	in
the	DET	the
Capitol	PROPN	Capitol
at	ADP	at
Washington	PROPN	Washington
by	ADP	by
the	DET	the
side	NOUN	side
of	ADP	of
that	DET	that
of	ADP	of
Sam	PROPN	Sam
Houston	PROPN	Houston
.	PUNCT	.
In	ADP	in
the	DET	the
midst	NOUN	midst
of	ADP	of
the	DET	the
war	NOUN	war
the	DET	the
story	NOUN	story
was	AUX	be
published	VERB	publish
in	ADP	in
the	DET	the
""""	PUNCT	""""
Atlantic	PROPN	Atlantic
Monthly	PROPN	Monthly
,	PUNCT	,
""""	PUNCT	""""
of	ADP	of
December	PROPN	December
,	PUNCT	,
1863	NUM	1863
.	PUNCT	.
In	ADP	in
the	DET	the
Southwest	PROPN	Southwest
the	DET	the
""""	PUNCT	""""
Atlantic	PROPN	Atlantic
""""	PUNCT	""""
at	ADP	at
once	ADV	once
found	VERB	find
its	PRON	its
way	NOUN	way
into	ADP	into
regions	NOUN	region
where	SCONJ	where
the	DET	the
real	ADJ	real
Phil	PROPN	Phil
Nolan	PROPN	Nolan
was	AUX	be
known	VERB	know
.	PUNCT	.
A	DET	a
writer	NOUN	writer
in	ADP	in
the	DET	the
""""	PUNCT	""""
New	PROPN	New
Orleans	PROPN	Orleans
Picayune	PROPN	Picayune
,	PUNCT	,
""""	PUNCT	""""
in	ADP	in
a	DET	a
careful	ADJ	careful
historical	ADJ	historical
paper	NOUN	paper
,	PUNCT	,
explained	VERB	explain
at	ADP	at
length	NOUN	length
that	SCONJ	that
I	PRON	I
had	AUX	have
been	AUX	be
mistaken	VERB	mistake
all	DET	all
the	DET	the
way	NOUN	way
through	ADV	through
,	PUNCT	,
that	SCONJ	that
Philip	PROPN	Philip
Nolan	PROPN	Nolan
never	ADV	never
went	VERB	go
to	ADP	to
sea	NOUN	sea
,	PUNCT	,
but	CCONJ	but
to	ADP	to
Texas	PROPN	Texas
.	PUNCT	.
I	PRON	I
received	VERB	receive
a	DET	a
letter	NOUN	letter
from	ADP	from
a	DET	a
lady	NOUN	lady
in	ADP	in
Baltimore	PROPN	Baltimore
who	PRON	who
told	VERB	tell
me	PRON	I
that	SCONJ	that
two	NUM	two
widowed	ADJ	widowed
sisters	NOUN	sister
of	ADP	of
his	PRON	his
lived	VERB	live
in	ADP	in
that	DET	that
neighborhood	NOUN	neighborhood
.	PUNCT	.
Unfortunately	ADV	unfortunately
for	ADP	for
me	PRON	I
,	PUNCT	,
this	DET	this
letter	NOUN	letter
,	PUNCT	,
written	VERB	write
in	ADP	in
perfectly	ADV	perfectly
good	ADJ	good
faith	NOUN	faith
,	PUNCT	,
was	AUX	be
signed	VERB	sign
E.	PROPN	E.
F.	PROPN	F.
M.	PROPN	M.
Fachtz	PROPN	Fachtz
.	PUNCT	.
I	PRON	I
was	AUX	be
receiving	VERB	receive
many	ADJ	many
letters	NOUN	letter
on	ADP	on
the	DET	the
subject	NOUN	subject
daily	ADV	daily
.	PUNCT	.
I	PRON	I
supposed	VERB	suppose
that	SCONJ	that
my	PRON	my
correspondent	NOUN	correspondent
was	AUX	be
concealing	VERB	conceal
her	PRON	she
name	NOUN	name
,	PUNCT	,
and	CCONJ	and
was	AUX	be
really	ADV	really
""""	PUNCT	""""
Eager	ADJ	eager
for	ADP	for
More	ADJ	More
Facts	NOUN	fact
.	PUNCT	.
""""	PUNCT	""""
When	SCONJ	when
in	ADP	in
reality	NOUN	reality
I	PRON	I
had	AUX	have
the	DET	the
pleasure	NOUN	pleasure
of	ADP	of
meeting	VERB	meet
her	PRON	she
a	DET	a
year	NOUN	year
or	CCONJ	or
two	NUM	two
afterwards	ADV	afterwards
,	PUNCT	,
the	DET	the
two	NUM	two
widowed	NOUN	widowed
sisters	NOUN	sister
of	ADP	of
the	DET	the
real	ADJ	real
Phil	PROPN	Phil
Nolan	PROPN	Nolan
were	AUX	be
both	DET	both
dead	ADJ	dead
.	PUNCT	.
But	CCONJ	but
in	ADP	in
1876	NUM	1876
I	PRON	I
was	AUX	be
fortunate	ADJ	fortunate
enough	ADV	enough
,	PUNCT	,
on	ADP	on
the	DET	the
kind	ADJ	kind
invitation	NOUN	invitation
of	ADP	of
Mr.	PROPN	Mr.
Miner	PROPN	Miner
,	PUNCT	,
to	PART	to
visit	VERB	visit
his	PRON	his
family	NOUN	family
in	ADP	in
their	PRON	their
beautiful	ADJ	beautiful
plantation	NOUN	plantation
at	ADP	at
Terre	PROPN	Terre
Bonne	PROPN	Bonne
.	PUNCT	.
There	ADV	there
I	PRON	I
saw	VERB	see
an	DET	an
old	ADJ	old
negro	NOUN	negro
who	PRON	who
was	AUX	be
a	DET	a
boy	NOUN	boy
when	SCONJ	when
Master	PROPN	Master
Phil	PROPN	Phil
Nolan	PROPN	Nolan
left	VERB	leave
the	DET	the
old	ADJ	old
plantation	NOUN	plantation
on	ADP	on
the	DET	the
Mississippi	PROPN	Mississippi
River	PROPN	River
for	ADP	for
the	DET	the
last	ADJ	last
time	NOUN	time
.	PUNCT	.
Master	PROPN	Master
Phil	PROPN	Phil
Nolan	PROPN	Nolan
had	AUX	have
then	ADV	then
married	VERB	marry
Miss	PROPN	Miss
Fanny	PROPN	Fanny
Lintot	PROPN	Lintot
,	PUNCT	,
who	PRON	who
was	AUX	be
,	PUNCT	,
I	PRON	I
think	VERB	think
,	PUNCT	,
the	DET	the
aunt	NOUN	aunt
of	ADP	of
my	PRON	my
host	NOUN	host
.	PUNCT	.
He	PRON	he
permitted	VERB	permit
me	PRON	I
to	PART	to
copy	VERB	copy
the	DET	the
miniature	NOUN	miniature
of	ADP	of
the	DET	the
young	ADJ	young
adventurer	NOUN	adventurer
.	PUNCT	.
I	PRON	I
have	AUX	have
since	SCONJ	since
done	VERB	do
my	PRON	my
best	ADJ	good
to	PART	to
repair	VERB	repair
the	DET	the
error	NOUN	error
by	ADP	by
which	DET	which
I	PRON	I
gave	VERB	give
Philip	PROPN	Philip
Nolan	PROPN	Nolan
's	PART	's
name	NOUN	name
to	ADP	to
another	DET	another
person	NOUN	person
,	PUNCT	,
by	ADP	by
telling	VERB	tell
the	DET	the
story	NOUN	story
of	ADP	of
his	PRON	his
fate	NOUN	fate
in	ADP	in
a	DET	a
book	NOUN	book
called	VERB	call
""""	PUNCT	""""
Philip	PROPN	Philip
Nolan	PROPN	Nolan
's	PART	's
Friends	PROPN	Friends
.	PUNCT	.
""""	PUNCT	""""
For	ADP	for
the	DET	the
purpose	NOUN	purpose
of	ADP	of
that	DET	that
book	NOUN	book
,	PUNCT	,
I	PRON	I
studied	VERB	study
the	DET	the
history	NOUN	history
of	ADP	of
Miranda	PROPN	Miranda
's	PART	's
attempt	NOUN	attempt
against	ADP	against
Spain	PROPN	Spain
,	PUNCT	,
and	CCONJ	and
of	ADP	of
John	PROPN	John
Adams	PROPN	Adams
's	PART	's
preparations	NOUN	preparation
for	ADP	for
a	DET	a
descent	NOUN	descent
of	ADP	of
the	DET	the
Mississippi	PROPN	Mississippi
River	PROPN	River
.	PUNCT	.
The	DET	the
professional	ADJ	professional
historians	NOUN	historian
of	ADP	of
the	DET	the
United	PROPN	United
States	PROPN	States
are	AUX	be
very	ADV	very
reticent	ADJ	reticent
in	ADP	in
their	PRON	their
treatment	NOUN	treatment
of	ADP	of
these	DET	these
themes	NOUN	theme
.	PUNCT	.
At	ADP	at
the	DET	the
time	NOUN	time
when	SCONJ	when
John	PROPN	John
Adams	PROPN	Adams
had	AUX	have
a	DET	a
little	ADJ	little
army	NOUN	army
at	ADP	at
Cincinnati	PROPN	Cincinnati
,	PUNCT	,
ready	ADJ	ready
to	PART	to
go	VERB	go
down	ADV	down
and	CCONJ	and
take	VERB	take
New	PROPN	New
Orleans	PROPN	Orleans
,	PUNCT	,
there	PRON	there
were	AUX	be
no	DET	no
Western	ADJ	western
correspondents	NOUN	correspondent
to	ADP	to
the	DET	the
Eastern	PROPN	Eastern
Press	PROPN	Press
.	PUNCT	.
Within	ADP	within
a	DET	a
year	NOUN	year
after	ADP	after
the	DET	the
publication	NOUN	publication
of	ADP	of
the	DET	the
""""	PUNCT	""""
Man	PROPN	Man
without	ADP	without
a	DET	a
Country	PROPN	Country
""""	PUNCT	""""
in	ADP	in
the	DET	the
""""	PUNCT	""""
Atlantic	PROPN	Atlantic
""""	PUNCT	""""
more	ADJ	more
than	ADP	than
half	DET	half
a	DET	a
million	NUM	million
copies	NOUN	copy
of	ADP	of
the	DET	the
story	NOUN	story
had	AUX	have
been	AUX	be
printed	VERB	print
in	ADP	in
America	PROPN	America
and	CCONJ	and
in	ADP	in
England	PROPN	England
.	PUNCT	.
I	PRON	I
had	AUX	have
curious	ADJ	curious
accounts	NOUN	account
from	ADP	from
the	DET	the
army	NOUN	army
and	CCONJ	and
navy	NOUN	navy
,	PUNCT	,
of	ADP	of
the	DET	the
interest	NOUN	interest
with	ADP	with
which	DET	which
it	PRON	it
was	AUX	be
read	VERB	read
by	ADP	by
gentlemen	NOUN	gentleman
on	ADP	on
duty	NOUN	duty
.	PUNCT	.
One	NUM	one
of	ADP	of
our	PRON	our
officers	NOUN	officer
in	ADP	in
the	DET	the
State	PROPN	State
of	ADP	of
Mississippi	PROPN	Mississippi
lent	VERB	lend
the	DET	the
""""	PUNCT	""""
Atlantic	PROPN	Atlantic
""""	PUNCT	""""
to	ADP	to
a	DET	a
lady	NOUN	lady
in	ADP	in
the	DET	the
Miner	PROPN	Miner
family	NOUN	family
.	PUNCT	.
She	PRON	she
ran	VERB	run
into	ADP	into
the	DET	the
parlor	NOUN	parlor
,	PUNCT	,
crying	VERB	cry
out	ADP	out
,	PUNCT	,
""""	PUNCT	""""
Here	ADV	here
is	AUX	be
a	DET	a
man	NOUN	man
who	PRON	who
knows	VERB	know
all	ADV	all
about	ADP	about
uncle	NOUN	uncle
Phil	PROPN	Phil
Nolan	PROPN	Nolan
.	PUNCT	.
""""	PUNCT	""""
An	DET	an
Ohio	PROPN	Ohio
officer	NOUN	officer
,	PUNCT	,
who	PRON	who
entered	VERB	enter
the	DET	the
city	NOUN	city
of	ADP	of
Jackson	PROPN	Jackson
,	PUNCT	,
in	ADP	in
Mississippi	PROPN	Mississippi
,	PUNCT	,
with	ADP	with
Grant	PROPN	Grant
,	PUNCT	,
told	VERB	tell
me	PRON	I
that	SCONJ	that
he	PRON	he
went	VERB	go
at	ADP	at
once	ADV	once
to	ADP	to
the	DET	the
State	PROPN	State
House	PROPN	House
.	PUNCT	.
Matters	NOUN	matter
were	AUX	be
in	ADP	in
a	DET	a
good	ADJ	good
deal	NOUN	deal
of	ADP	of
confusion	NOUN	confusion
there	ADV	there
,	PUNCT	,
and	CCONJ	and
he	PRON	he
picked	VERB	pick
up	ADP	up
from	ADP	from
the	DET	the
floor	NOUN	floor
a	DET	a
paper	NOUN	paper
containing	VERB	contain
the	DET	the
examination	NOUN	examination
of	ADP	of
_	PUNCT	_
Philip	PROPN	Philip
Nolan	PROPN	Nolan
_	PUNCT	_
,	PUNCT	,
at	ADP	at
Walnut	PROPN	Walnut
Springs	PROPN	Springs
,	PUNCT	,
the	DET	the
old	ADJ	old
name	NOUN	name
of	ADP	of
Vicksburg	PROPN	Vicksburg
.	PUNCT	.
This	DET	this
was	AUX	be
before	ADP	before
the	DET	the
real	ADJ	real
Philip	PROPN	Philip
's	PART	's
last	ADJ	last
expedition	NOUN	expedition
.	PUNCT	.
The	DET	the
United	PROPN	United
States	PROPN	States
authorities	NOUN	authority
,	PUNCT	,
in	ADP	in
the	DET	the
execution	NOUN	execution
of	ADP	of
the	DET	the
neutrality	NOUN	neutrality
laws	NOUN	law
,	PUNCT	,
had	AUX	have
called	VERB	call
him	PRON	he
to	ADP	to
account	NOUN	account
,	PUNCT	,
and	CCONJ	and
had	AUX	have
made	VERB	make
him	PRON	he
show	VERB	show
the	DET	the
evidence	NOUN	evidence
that	SCONJ	that
he	PRON	he
had	AUX	have
the	DET	the
permission	NOUN	permission
of	ADP	of
the	DET	the
Governor	PROPN	Governor
of	ADP	of
New	PROPN	New
Orleans	PROPN	Orleans
for	ADP	for
his	PRON	his
expedition	NOUN	expedition
.	PUNCT	.
In	ADP	in
1876	NUM	1876
I	PRON	I
visited	VERB	visit
Louisiana	PROPN	Louisiana
and	CCONJ	and
Texas	PROPN	Texas
,	PUNCT	,
to	PART	to
obtain	VERB	obtain
material	NOUN	material
for	ADP	for
""""	PUNCT	""""
Philip	PROPN	Philip
Nolan	PROPN	Nolan
's	PART	's
Friends	PROPN	Friends
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
obtained	VERB	obtain
there	ADV	there
several	ADJ	several
autographs	NOUN	autograph
of	ADP	of
the	DET	the
real	ADJ	real
Phil	PROPN	Phil
Nolan,--and	PROPN	Nolan,--and
the	DET	the
original	ADJ	original
Spanish	ADJ	spanish
record	NOUN	record
of	ADP	of
one	NUM	one
of	ADP	of
the	DET	the
trials	NOUN	trial
of	ADP	of
the	DET	the
survivors	NOUN	survivor
of	ADP	of
his	PRON	his
party,--a	NOUN	party,--a
trial	NOUN	trial
which	DET	which
resulted	VERB	result
in	ADP	in
the	DET	the
cruel	ADJ	cruel
execution	NOUN	execution
of	ADP	of
Ephraim	PROPN	Ephraim
Blackburn	PROPN	Blackburn
,	PUNCT	,
seven	NUM	seven
years	NOUN	year
after	ADP	after
he	PRON	he
was	AUX	be
arrested	VERB	arrest
.	PUNCT	.
That	DET	that
whole	NOUN	whole
transaction	NOUN	transaction
,	PUNCT	,
wholly	ADV	wholly
ignored	VERB	ignore
by	ADP	by
all	DET	all
historians	NOUN	historian
of	ADP	of
the	DET	the
United	PROPN	United
States	PROPN	States
known	VERB	know
to	ADP	to
me	PRON	I
,	PUNCT	,
is	AUX	be
a	DET	a
sad	ADJ	sad
blot	NOUN	blot
on	ADP	on
the	DET	the
American	ADJ	american
administration	NOUN	administration
of	ADP	of
the	DET	the
Spanish	PROPN	Spanish
kings	NOUN	king
.	PUNCT	.
Their	PRON	their
excuse	NOUN	excuse
is	AUX	be
the	DET	the
confusion	NOUN	confusion
of	ADP	of
everything	PRON	everything
in	ADP	in
Madrid	PROPN	Madrid
between	ADP	between
1801	NUM	1801
and	CCONJ	and
1807	NUM	1807
.	PUNCT	.
The	DET	the
hatred	NOUN	hatred
of	ADP	of
the	DET	the
Mexican	ADJ	mexican
authorities	NOUN	authority
among	ADP	among
our	PRON	our
frontiersmen	NOUN	frontiersman
of	ADP	of
the	DET	the
Southwest	PROPN	Southwest
is	AUX	be
largely	ADV	largely
due	ADJ	due
to	ADP	to
the	DET	the
dishonor	NOUN	dishonor
and	CCONJ	and
cruelty	NOUN	cruelty
of	ADP	of
those	DET	those
transactions	NOUN	transaction
.	PUNCT	.
EDWARD	PROPN	EDWARD
E.	PROPN	E.
HALE	PROPN	HALE
.	PROPN	.
THE	DET	the
MAN	PROPN	MAN
WITHOUT	ADP	without
A	DET	a
COUNTRY	NOUN	country
I	PROPN	I
[	PUNCT	[
Note	NOUN	note
1	NUM	1
]	X	]
suppose	VERB	suppose
that	SCONJ	that
very	ADV	very
few	ADJ	few
casual	ADJ	casual
readers	NOUN	reader
of	ADP	of
the	DET	the
""""	PUNCT	""""
New	PROPN	New
York	PROPN	York
Herald	PROPN	Herald
""""	PUNCT	""""
of	ADP	of
August	PROPN	August
13	NUM	13
,	PUNCT	,
1863	NUM	1863
,	PUNCT	,
observed	VERB	observe
,	PUNCT	,
[	X	[
Note	NOUN	note
2	NUM	2
]	X	]
in	ADP	in
an	DET	an
obscure	ADJ	obscure
corner	NOUN	corner
,	PUNCT	,
among	ADP	among
the	DET	the
""""	PUNCT	""""
Deaths	NOUN	death
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
announcement,--	PUNCT	announcement,--
""""	PUNCT	""""
NOLAN	PROPN	NOLAN
.	PUNCT	.
Died	VERB	die
,	PUNCT	,
on	ADP	on
board	NOUN	board
U.	PROPN	U.
S.	PROPN	S.
Corvette	PROPN	Corvette
'	PUNCT	'
Levant	PROPN	Levant
,	PUNCT	,
'	PUNCT	'
[	X	[
Note	NOUN	note
3	NUM	3
]	X	]
Lat	PROPN	Lat
.	NOUN	.
2	NUM	2
°	NOUN	°
11	NUM	11
'	NOUN	'
S.	PROPN	S.
,	PUNCT	,
Long	PROPN	Long
.	NOUN	.
131	NUM	131
°	NOUN	°
W.	PROPN	W.
,	PUNCT	,
on	ADP	on
the	DET	the
11th	NOUN	11th
of	ADP	of
May	PROPN	May
,	PUNCT	,
PHILIP	PROPN	PHILIP
NOLAN	PROPN	NOLAN
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
happened	VERB	happen
to	PART	to
observe	VERB	observe
it	PRON	it
,	PUNCT	,
because	SCONJ	because
I	PRON	I
was	AUX	be
stranded	VERB	strand
at	ADP	at
the	DET	the
old	ADJ	old
Mission	PROPN	Mission
House	PROPN	House
in	ADP	in
Mackinaw	PROPN	Mackinaw
,	PUNCT	,
waiting	VERB	wait
for	ADP	for
a	DET	a
Lake	PROPN	Lake
Superior	PROPN	Superior
steamer	NOUN	steamer
which	DET	which
did	AUX	do
not	PART	not
choose	VERB	choose
to	PART	to
come	VERB	come
,	PUNCT	,
and	CCONJ	and
I	PRON	I
was	AUX	be
devouring	VERB	devour
to	ADP	to
the	DET	the
very	ADJ	very
stubble	NOUN	stubble
all	DET	all
the	DET	the
current	NOUN	current
literature	NOUN	literature
I	PRON	I
could	AUX	could
get	VERB	get
hold	NOUN	hold
of	ADP	of
,	PUNCT	,
even	ADV	even
down	ADP	down
to	ADP	to
the	DET	the
deaths	NOUN	death
and	CCONJ	and
marriages	NOUN	marriage
in	ADP	in
the	DET	the
""""	PUNCT	""""
Herald	PROPN	Herald
.	PUNCT	.
""""	PUNCT	""""
My	PRON	my
memory	NOUN	memory
for	ADP	for
names	NOUN	name
and	CCONJ	and
people	NOUN	people
is	AUX	be
good	ADJ	good
,	PUNCT	,
and	CCONJ	and
the	DET	the
reader	NOUN	reader
will	AUX	will
see	VERB	see
,	PUNCT	,
as	ADP	as
he	PRON	he
goes	VERB	go
on	ADP	on
,	PUNCT	,
that	SCONJ	that
I	PRON	I
had	AUX	have
reason	NOUN	reason
enough	ADJ	enough
to	PART	to
remember	VERB	remember
Philip	PROPN	Philip
Nolan	PROPN	Nolan
.	PUNCT	.
There	PRON	there
are	AUX	be
hundreds	NOUN	hundred
of	ADP	of
readers	NOUN	reader
who	PRON	who
would	AUX	would
have	AUX	have
paused	VERB	pause
at	ADP	at
that	DET	that
announcement	NOUN	announcement
,	PUNCT	,
if	SCONJ	if
the	DET	the
officer	NOUN	officer
of	ADP	of
the	DET	the
""""	PUNCT	""""
Levant	PROPN	Levant
""""	PUNCT	""""
who	PRON	who
reported	VERB	report
it	PRON	it
had	AUX	have
chosen	VERB	choose
to	PART	to
make	VERB	make
it	PRON	it
thus	ADV	thus
:	PUNCT	:
""""	PUNCT	""""
Died	VERB	die
,	PUNCT	,
May	PROPN	May
11	NUM	11
,	PUNCT	,
THE	DET	the
MAN	NOUN	man
WITHOUT	ADP	without
A	DET	a
COUNTRY	NOUN	country
.	PUNCT	.
""""	PUNCT	""""
For	CCONJ	for
it	PRON	it
was	AUX	be
as	ADP	as
""""	PUNCT	""""
The	DET	the
Man	NOUN	man
without	ADP	without
a	DET	a
Country	NOUN	country
""""	PUNCT	""""
that	PRON	that
poor	ADJ	poor
Philip	PROPN	Philip
Nolan	PROPN	Nolan
had	AUX	have
generally	ADV	generally
been	AUX	be
known	VERB	know
by	ADP	by
the	DET	the
officers	NOUN	officer
who	PRON	who
had	AUX	have
him	PRON	he
in	ADP	in
charge	NOUN	charge
during	ADP	during
some	DET	some
fifty	NUM	fifty
years	NOUN	year
,	PUNCT	,
as	ADP	as
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
by	ADP	by
all	DET	all
the	DET	the
men	NOUN	man
who	PRON	who
sailed	VERB	sail
under	ADP	under
them	PRON	they
.	PUNCT	.
I	PRON	I
dare	VERB	dare
say	VERB	say
there	PRON	there
is	AUX	be
many	ADJ	many
a	DET	a
man	NOUN	man
who	PRON	who
has	AUX	have
taken	VERB	take
wine	NOUN	wine
with	ADP	with
him	PRON	he
once	ADV	once
a	DET	a
fortnight	NOUN	fortnight
,	PUNCT	,
in	ADP	in
a	DET	a
three	NUM	three
years	NOUN	year
'	PART	'
cruise	NOUN	cruise
,	PUNCT	,
who	PRON	who
never	ADV	never
knew	VERB	know
that	SCONJ	that
his	PRON	his
name	NOUN	name
was	AUX	be
""""	PUNCT	""""
Nolan	PROPN	Nolan
,	PUNCT	,
""""	PUNCT	""""
or	CCONJ	or
whether	SCONJ	whether
the	DET	the
poor	NOUN	poor
wretch	NOUN	wretch
had	AUX	have
any	DET	any
name	NOUN	name
at	ADV	at
all	ADV	all
.	PUNCT	.
There	PRON	there
can	AUX	can
now	ADV	now
be	AUX	be
no	DET	no
possible	ADJ	possible
harm	NOUN	harm
in	ADP	in
telling	VERB	tell
this	DET	this
poor	ADJ	poor
creature	NOUN	creature
's	PART	's
story	NOUN	story
.	PUNCT	.
Reason	NOUN	reason
enough	ADJ	enough
there	PRON	there
has	AUX	have
been	AUX	be
till	SCONJ	till
now	ADV	now
,	PUNCT	,
ever	ADV	ever
since	SCONJ	since
Madison	PROPN	Madison
's	PART	's
[	PUNCT	[
Note	NOUN	note
4	NUM	4
]	X	]
administration	NOUN	administration
went	VERB	go
out	ADV	out
in	ADP	in
1817	NUM	1817
,	PUNCT	,
for	ADP	for
very	ADV	very
strict	ADJ	strict
