id	title	author	authoryearofbirth	authoryearofdeath	subgenre	historical	scifi	lovestory	detective	downloads	type	subjects	language	length
PG4531	The Secret Passage	Hume, Fergus	1859	1932	detective	no	no	no	yes	81	Text	{'Detective and mystery stories, English', 'Fiction'}	['en']	85793
PG6353	The Prince of Graustark	McCutcheon, George Barr	1866	1928	lovestory	no	no	yes	no	34	Text	{'Princes -- Fiction', 'Love stories', 'Graustark (Imaginary place) -- Fiction', 'Imaginary places -- Europe, Eastern -- Fiction', 'Europe -- Fiction', 'Courts and courtiers -- Fiction'}	['en']	85839
PG1386	Lady Baltimore	Wister, Owen	1860	1938	historical	yes	no	no	no	46	Text	{'Charleston (S.C.) -- Fiction', 'Historical fiction'}	['en']	85983
PG1711	Child of Storm	Haggard, H. Rider (Henry Rider)	1856	1925	historical	yes	no	no	no	155	Text	{'Zulu (African people) -- Fiction', 'Zululand (South Africa) -- History -- Fiction', 'Historical fiction', 'Quatermain, Allan (Fictitious character) -- Fiction'}	['en']	85995
PG24769	The Opal Serpent	Hume, Fergus	1859	1932	detective	no	no	no	yes	53	Text	{'Detective and mystery stories', 'Fiction'}	['en']	86009
PG70683	The doom trail	Smith, Arthur D. Howden (Arthur Douglas Howden)	1887	1945	historical	yes	no	no	no	24	Text	{'United States -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Historical fiction', 'Canada -- History -- To 1763 (New France) -- Fiction', 'Iroquois Indians -- Fiction', 'Fur trade -- Fiction'}	['en']	86458
PG4918	The Lilac Sunbonnet: A Love Story	Crockett, S. R. (Samuel Rutherford)	1860	1914	lovestory	no	no	yes	no	10	Text	{'Love stories', 'Fiction'}	['en']	86468
PG41440	Poppea of the Post-Office	Wright, Mabel Osgood	1859	1934	lovestory	no	no	yes	no	61	Text	{'City and town life -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction', 'Young women -- Fiction', 'Foundlings -- Fiction', 'Love stories', 'Post offices -- Fiction'}	['en']	86483
PG26485	The Making of Bobby Burnit: Being a Record of the Adventures of a Live American Young Man	Chester, George Randolph	1869	1924	lovestory	no	no	yes	no	46	Text	{'Love stories', 'Businessmen -- Fiction', 'Young men -- Fiction'}	['en']	86546
PG7832	The Deluge	Phillips, David Graham	1867	1911	lovestory	no	no	yes	no	70	Text	{'Love stories', 'New York (N.Y.) -- Fiction', 'Speculation -- Fiction', 'Wall Street (New York, N.Y.) -- Fiction'}	['en']	86564
PG5054	The Dream Doctor	Reeve, Arthur B. (Arthur Benjamin)	1880	1936	detective	no	no	no	yes	100	Text	{'Kennedy, Craig (Fictitious character) -- Fiction', 'New York (N.Y.) -- Fiction', 'Chemistry teachers -- Fiction', 'Detective and mystery stories, American'}	['en']	86589
PG26240	The Clansman: An Historical Romance of the Ku Klux Klan	Dixon, Thomas, Jr.	1864	1946	historical	yes	no	no	no	295	Text	{'Political fiction', 'South Carolina -- Fiction', 'Ku Klux Klan (19th century) -- Fiction', 'Reconstruction (U.S. history, 1865-1877) -- Fiction', 'Historical fiction', 'Racism -- Fiction', 'White supremacy movements -- Fiction'}	['en']	86597
PG9795	The Four Faces: A Mystery	Le Queux, William	1864	1927	detective	no	no	no	yes	45	Text	{'Detective and mystery stories', 'Criminals -- Fiction'}	['en']	86634
PG67804	The First of the English: A Novel	Gunter, Archibald Clavering	1847	1907	historical	yes	no	no	no	23	Text	{"Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction", 'Historical fiction'}	['en']	86746
PG3641	Who Cares? A Story of Adolescence	Hamilton, Cosmo		1942	lovestory	no	no	yes	no	20	Text	{'Love stories', 'New York (State) -- Fiction'}	['en']	86862
PG32706	Triplanetary	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	471	Text	{'Human-alien encounters -- Fiction', 'Science fiction', 'Space warfare -- Fiction'}	['en']	86881
PG69790	The Three Just Men	Wallace, Edgar	1875	1932	detective	no	no	no	yes	92	Text	{'Detective and mystery stories', 'Thrillers (Fiction)', 'Vigilantes -- Fiction'}	['en']	87049
PG5121	Dark Hollow	Green, Anna Katharine	1846	1935	detective	no	no	no	yes	55	Text	{'False testimony -- Fiction', 'Widows -- Fiction', 'Judicial error -- Fiction', 'Detective and mystery stories', 'Executions and executioners -- Fiction'}	['en']	87060
PG72719	The Greene murder case	Van Dine, S. S.	1888	1939	detective	no	no	no	yes	265	Text	{'Vance, Philo (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Private investigators -- New York (State) -- New York -- Fiction'}	['en']	87129
PG5073	The War Terror	Reeve, Arthur B. (Arthur Benjamin)	1880	1936	detective	no	no	no	yes	41	Text	{'Detective and mystery stories', 'New York (N.Y.) -- Fiction', 'Chemistry teachers -- Fiction', 'Kennedy, Craig (Fictitious character) -- Fiction'}	['en']	87238
PG41471	Callias: A Tale of the Fall of Athens	Church, Alfred John	1829	1912	historical	yes	no	no	no	117	Text	{'Athens (Greece) -- Fiction', 'Historical fiction'}	['en']	87355
PG2013	The Pit-Prop Syndicate	Crofts, Freeman Wills	1879	1957	detective	no	no	no	yes	102	Text	{'British -- France -- Fiction', 'Organized crime -- England -- Fiction', 'Detective and mystery stories', 'Police -- England -- Fiction', 'Murder -- Investigation -- Fiction'}	['en']	87396
PG20869	The Skylark of Space	Garby, Lee Hawkins	1892	1953	scifi	no	yes	no	no	261	Text	{'Space flight -- Fiction', 'Space ships -- Fiction', 'Science fiction'}	['en']	87449
PG39652	Vayenne	Brebner, Percy James	1864	1922	lovestory	no	no	yes	no	29	Text	{'Love stories', 'Adventure stories', 'British -- Foreign countries -- Fiction'}	['en']	87477
PG3321	Children of the Whirlwind	Scott, Leroy	1875	1929	lovestory	no	no	yes	no	40	Text	{'Ex-convicts -- Fiction', 'Love stories', 'Criminals -- Fiction'}	['en']	87525
PG68815	Galactic Patrol	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	232	Text	{'Space pirates -- Fiction', 'Interplanetary voyages -- Fiction', 'Life on other planets -- Fiction', 'Peace officers -- Fiction', 'Space warfare -- Fiction', 'Telepathy -- Fiction', 'Science fiction'}	['en']	87559
PG28387	Hurricane Island	Watson, H. B. Marriott (Henry Brereton Marriott)	1863	1921	lovestory	no	no	yes	no	31	Text	{'Adventure stories', 'Mutiny -- Fiction', 'Physicians -- Fiction', 'Love stories', 'Yachts -- Fiction'}	['en']	87580
PG8664	The Glory of the Conquered: The Story of a Great Love	Glaspell, Susan	1876	1948	lovestory	no	no	yes	no	37	Text	{'Scientists -- Fiction', 'Artists -- Fiction', 'Love stories', 'Chicago (Ill.) -- Fiction', 'Married people -- Fiction'}	['en']	87650
PG35358	A Song of a Single Note: A Love Story	Barr, Amelia E.	1831	1919	lovestory	no	no	yes	no	34	Text	{'Love stories', 'Fiction'}	['en']	87663
PG524	Ann Veronica: A Modern Love Story	Wells, H. G. (Herbert George)	1866	1946	lovestory	no	no	yes	no	306	Text	{'Great Britain -- Social conditions -- Fiction', 'Love stories', 'Sex role -- Fiction', 'Feminism -- Fiction'}	['en']	87696
PG5776	100%: the Story of a Patriot	Sinclair, Upton	1878	1968	historical	yes	no	no	no	143	Text	{'Bombings -- Fiction', 'Historical fiction', 'Patriotism -- Fiction', 'American fiction -- 20th century', 'Industrial Workers of the World -- Fiction', 'Communists -- United States -- Fiction', 'Agents provocateurs -- Fiction'}	['en']	87709
PG16890	Hetty Wesley	Quiller-Couch, Arthur	1863	1944	historical	yes	no	no	no	30	Text	{'Wright, Mehetabel, 1697-1750 -- Fiction', 'Historical fiction'}	['en']	87719
PG42801	The Young Lovell: A Romance	Ford, Ford Madox	1873	1939	historical	yes	no	no	no	23	Text	{'Great Britain -- History -- Tudors, 1485-1603 -- Fiction', 'Historical fiction'}	['en']	87772
PG283	The Reef	Wharton, Edith	1862	1937	lovestory	no	no	yes	no	178	Text	{'Domestic fiction', 'France -- Fiction', 'Love stories', 'Americans -- France -- Fiction', 'Man-woman relationships -- Fiction'}	['en']	87858
PG41136	A Plucky Girl	Meade, L. T.	1854	1914	lovestory	no	no	yes	no	75	Text	{'Boardinghouses -- Juvenile fiction', 'Love stories', 'London (England) -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction'}	['en']	87859
PG22076	The Second Chance	McClung, Nellie L.	1873	1951	lovestory	no	no	yes	no	24	Text	{'Love stories', 'Manitoba -- Fiction'}	['en']	87915
PG27079	Jonah and Co.	Yates, Dornford	1885	1960	lovestory	no	no	yes	no	28	Text	{'Pau (France) -- Fiction', 'Love stories', 'Humorous stories'}	['en']	87943
PG3785	In the Reign of Terror: The Adventures of a Westminster Boy	Henty, G. A. (George Alfred)	1832	1902	historical	yes	no	no	no	143	Text	{'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction'}	['en']	88102
PG29331	The Crevice	Burns, William J.	1861	1932	detective	no	no	no	yes	101	Text	{'Detective and mystery stories'}	['en']	88135
PG4398	The Tides of Barnegat	Smith, Francis Hopkinson	1838	1915	lovestory	no	no	yes	no	29	Text	{'Storms -- Fiction', 'Sisters -- Fiction', 'Illegitimate children -- Fiction', 'Domestic fiction', 'Lifesaving -- Fiction', 'Adopted children -- Fiction', 'Love stories', 'Barnegat Bay Region (N.J.) -- Fiction'}	['en']	88158
PG41464	Lords of the World: A story of the fall of Carthage and Corinth	Church, Alfred John	1829	1912	historical	yes	no	no	no	30	Text	{'Corinth (Greece) -- Fiction', 'Carthage (Extinct city) -- Fiction', 'Historical fiction'}	['en']	88270
PG19411	The Woman's Way	Garvice, Charles	1850	1920	lovestory	no	no	yes	no	37	Text	{'Young women -- Fiction', 'Love stories', 'Inheritance and succession -- Fiction', 'England -- Social life and customs -- Fiction'}	['en']	88281
PG10046	Salute to Adventurers	Buchan, John	1875	1940	historical	yes	no	no	no	38	Text	{'Scottish Americans -- Virginia -- Fiction', 'Historical fiction', 'Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Jamestown (Va.) -- Fiction', 'Glasgow (Scotland) -- Fiction'}	['en']	88320
PG1686	The Secret of the Night	Leroux, Gaston	1868	1927	detective	no	no	no	yes	81	Text	{'Detective and mystery stories', 'Generals -- Fiction', 'Attempted assassination -- Fiction', 'Rouletabille, Joseph (Fictitious character) -- Fiction'}	['en']	88409
PG780	The War in the Air	Wells, H. G. (Herbert George)	1866	1946	scifi	no	yes	no	no	365	Text	{'Science fiction', 'War stories', 'Air warfare -- Fiction'}	['en']	88518
PG31801	The Story of Old Fort Loudon	Craddock, Charles Egbert	1850	1922	historical	yes	no	no	no	22	Text	{'Cherokee Indians -- Wars, 1759-1761 -- Fiction', 'Pioneers -- Tennessee -- Fiction', 'War stories', 'Historical fiction'}	['en']	88568
PG68966	The Snake's Pass	Stoker, Bram	1847	1912	lovestory	no	no	yes	no	81	Text	{'Love stories', 'Ireland -- Social conditions -- Fiction'}	['en']	88616
PG69651	Where England sets her feet: a romance	Capes, Bernard	1854	1918	historical	yes	no	no	no	28	Text	{'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Adventure stories', 'Historical fiction'}	['en']	88629
PG24764	The World Peril of 1910	Griffith, George Chetwynd	1857	1906	scifi	no	yes	no	no	59	Text	{'Science fiction, English'}	['en']	88671
PG430	The Grain of Dust: A Novel	Phillips, David Graham	1867	1911	lovestory	no	no	yes	no	89	Text	{'Love stories', 'Man-woman relationships -- Fiction'}	['en']	88725
PG41822	Phroso: A Romance	Hope, Anthony	1863	1933	lovestory	no	no	yes	no	82	Text	{'Love stories', 'Adventure stories', 'Islands -- Fiction', 'British -- Foreign countries -- Fiction'}	['en']	88774
PG52240	The Inner Flame: A Novel	Burnham, Clara Louise	1854	1927	lovestory	no	no	yes	no	55	Text	{'Painters -- Fiction', 'Love stories', 'Mining engineers -- Fiction', 'Young men -- Fiction'}	['en']	88852
PG67977	Not Under the Law	Hill, Grace Livingston	1865	1947	lovestory	no	no	yes	no	105	Text	{'Nineteen twenties -- Fiction', 'Young women -- Fiction', 'Love stories', 'Christian fiction', 'Man-woman relationships -- Fiction'}	['en']	88868
PG68399	The hope of happiness	Nicholson, Meredith	1866	1947	lovestory	no	no	yes	no	53	Text	{'Fathers and sons -- Fiction', 'City and town life -- Fiction', 'Architects -- Fiction', 'Middle West -- Fiction', 'Love stories'}	['en']	88900
PG33305	Lost Man's Lane: A Second Episode in the Life of Amelia Butterworth	Green, Anna Katharine	1846	1935	detective	no	no	no	yes	76	Text	{'Detective and mystery stories', 'New York (State) -- Fiction'}	['en']	89016
PG52148	Dorothy South: A Love Story of Virginia Just Before the War	Eggleston, George Cary	1839	1911	lovestory	no	no	yes	no	39	Text	{'Love stories', 'Virginia -- Fiction'}	['en']	89064
PG10476	The Vanishing Man: A Detective Romance	Freeman, R. Austin (Richard Austin)	1862	1943	detective	no	no	no	yes	124	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Thorndyke, Doctor (Fictitious character) -- Fiction', 'Physicians -- Fiction'}	['en']	89091
PG34660	Petticoat Rule	Orczy, Emmuska Orczy, Baroness	1865	1947	lovestory	no	no	yes	no	59	Text	{'Love stories', 'France -- Politics and government -- 1715-1774 -- Fiction', 'Kings and rulers -- Fiction', 'France -- History -- Louis XV, 1715-1774 -- Fiction'}	['en']	89116
PG2852	The Hound of the Baskervilles	Doyle, Arthur Conan	1859	1930	detective	no	no	no	yes	8495	Text	{'Dogs -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Dartmoor (England) -- Fiction', 'Private investigators -- England -- Fiction', 'Blessing and cursing -- Fiction'}	['en']	89132
PG12577	Strange True Stories of Louisiana	Cable, George Washington	1844	1925	historical	yes	no	no	no	100	Text	{'Historical fiction, American', 'Louisiana -- History -- Civil War, 1861-1865 -- Fiction', 'Louisiana -- Social life and customs -- Fiction', 'War stories, American'}	['en']	89180
PG31642	Eyes Like the Sea: A Novel	Jókai, Mór	1825	1904	historical	yes	no	no	no	47	Text	{'Man-woman relationships -- Fiction', 'Hungary -- Fiction', 'Historical fiction'}	['en']	89243
PG34426	The Enchanted Barn	Hill, Grace Livingston	1865	1947	lovestory	no	no	yes	no	122	Text	{'Love stories', 'Christian fiction', 'Families -- Fiction'}	['en']	89278
PG19498	Banzai! by Parabellum	Grautoff, Ferdinand Heinrich	1871	1935	scifi	no	yes	no	no	89	Text	{'Imaginary wars and battles', 'Science fiction'}	['en']	89305
PG28333	Messengers of Evil: Being a Further Account of the Lures and Devices of Fantômas	Allain, Marcel	1885	1969	detective	no	no	no	yes	51	Text	{'Detective and mystery stories', 'Fantômas (Fictitious character) -- Fiction'}	['en']	89382
PG14167	The Red Redmaynes	Phillpotts, Eden	1862	1960	detective	no	no	no	yes	43	Text	{'Detective and mystery stories'}	['en']	89520
PG56432	The Peacock of Jewels	Hume, Fergus	1859	1932	detective	no	no	no	yes	64	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Jewelry theft -- Fiction', 'Treasure troves -- Fiction'}	['en']	89525
PG1607	A Journey in Other Worlds: A Romance of the Future	Astor, John Jacob	1864	1912	scifi	no	yes	no	no	218	Text	{'Manned space flight -- Fiction', 'Jupiter (Planet) -- Fiction', 'Saturn (Planet) -- Fiction', 'Utopias -- Fiction', 'Space ships -- Fiction', 'Science fiction'}	['en']	89531
PG50317	Scandal: A Novel	Hamilton, Cosmo		1942	lovestory	no	no	yes	no	49	Text	{'Love stories', 'New York (N.Y.) -- Social life and customs -- 20th century -- Fiction', 'Children of the rich -- Fiction', 'Man-woman relationships -- Fiction'}	['en']	89577
PG18356	Orange and Green: A Tale of the Boyne and Limerick	Henty, G. A. (George Alfred)	1832	1902	historical	yes	no	no	no	40	Text	{'Ireland -- History -- War of 1689-1691 -- Fiction', 'Historical fiction'}	['en']	89590
PG42699	The Gilded Man: A Romance of the Andes	Smyth, Clifford	1866	1943	scifi	no	yes	no	no	15	Text	{'Science fiction', 'Andes Region -- Fiction', 'El Dorado -- Fiction'}	['en']	89619
PG285	The Lost Continent	Hyne, Charles John Cutcliffe Wright	1866	1944	scifi	no	yes	no	no	110	Text	{'Fantasy fiction', 'Atlantis (Legendary place) -- Fiction', 'Science fiction', 'Lost continents -- Fiction'}	['en']	89698
PG17763	The Mystery of the Hasty Arrow	Green, Anna Katharine	1846	1935	detective	no	no	no	yes	87	Text	{'Detective and mystery stories'}	['en']	89716
PG36079	Love and hatred	Lowndes, Marie Belloc	1868	1947	detective	no	no	no	yes	45	Text	{'Detective and mystery stories', 'Murder -- Fiction', 'Man-woman relationships -- Fiction'}	['en']	89774
PG62409	The girl from Hollywood	Burroughs, Edgar Rice	1875	1950	detective	no	no	no	yes	102	Text	{'Ranch life -- Fiction', 'Hollywood (Los Angeles, Calif.) -- Fiction', 'Drug dealers -- Fiction', 'Detective and mystery stories', 'Motion picture industry -- Fiction'}	['en']	89793
PG8771	Jurgen: A Comedy of Justice	Cabell, James Branch	1879	1958	historical	yes	no	no	no	145	Text	{'Fantasy fiction', 'Allegories', 'Middle Ages -- Fiction', 'Historical fiction'}	['en']	89795
PG73155	Ashes to ashes	Ostrander, Isabel	1883	1924	detective	no	no	no	yes	1678	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'Murderers -- Fiction', 'Thrillers (Fiction)'}	['en']	89837
PG5122	The Trail of the Lonesome Pine	Fox, John, Jr.	1862	1919	lovestory	no	no	yes	no	112	Text	{'Love stories', 'Cumberland Mountains -- Fiction'}	['en']	89960
PG54598	The Crimson Sign: A Narrative of the Adventures of Mr. Gervase Orme, Sometime Lieutenant in Mountjoy's Regiment of Foot	Keightley, S. R. (Samuel Robert)	1859	1949	historical	yes	no	no	no	38	Text	{'Historical fiction', 'Derry (Northern Ireland) -- History -- Siege, 1688-1689 -- Fiction'}	['en']	90042
PG7359	Indian Summer	Howells, William Dean	1837	1920	lovestory	no	no	yes	no	49	Text	{'Italy -- Fiction', 'Midlife crisis -- Fiction', 'Middle-aged men -- Fiction', 'Love stories', 'Americans -- Italy -- Fiction'}	['en']	90237
PG35940	The Golden Galleon: Being a Narrative of the Adventures of Master Gilbert Oglander, and of how, in the Year 1591, he fought under the gallant Sir Richard Grenville in the Great Sea-fight off Flores, on board her Majesty's Ship the Revenge	Leighton, Robert	1859	1934	historical	yes	no	no	no	34	Text	{'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Flores, Battle of, Azores, 1591 -- Fiction', 'Historical fiction', 'Grenville, Richard, Sir, 1541?-1591 -- Fiction'}	['en']	90346
PG46761	The Wheat Princess	Webster, Jean	1876	1916	lovestory	no	no	yes	no	45	Text	{'Americans -- Italy -- Fiction', 'Love stories', 'Children of the rich -- Fiction'}	['en']	90487
PG42812	Katharine Frensham: A Novel	Harraden, Beatrice	1864	1936	lovestory	no	no	yes	no	39	Text	{'Courtship -- Fiction', 'Middle-aged women -- Fiction', 'England -- Social life and customs -- Fiction', 'Love stories', 'British -- Norway -- Fiction', 'Widowers -- Fiction'}	['en']	90501
PG64567	Nordenholt's Million	Connington, J. J.	1880	1947	scifi	no	yes	no	no	159	Text	{'Denitrifying bacteria -- Fiction', 'Science fiction', 'Environmental disasters -- Fiction'}	['en']	90646
PG13960	Charles Rex	Dell, Ethel M. (Ethel May)	1881	1939	lovestory	no	no	yes	no	17	Text	{'Love stories', 'Fiction'}	['en']	90797
PG34939	The Secret of Sarek	Leblanc, Maurice	1864	1941	detective	no	no	no	yes	87	Text	{'Kidnapping -- Fiction', 'Detective and mystery stories, French -- Translations into English', 'Brittany (France) -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction', 'Families -- Fiction'}	['en']	90942
PG48963	The Viper of Milan: A Romance of Lombardy	Bowen, Marjorie	1888	1952	historical	yes	no	no	no	31	Text	{'Adventure stories', 'Lombardy (Italy) -- History -- Fiction', 'Historical fiction'}	['en']	91073
PG11690	Calvert of Strathore	Goodloe, Abbe Carter	1874	1960	historical	yes	no	no	no	14	Text	{'Paris (France) -- Fiction', 'Jefferson, Thomas, 1743-1826 -- Fiction', 'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Americans -- France -- Fiction'}	['en']	91179
PG40800	An Imperial Marriage	Marchmont, Arthur W.	1852	1923	lovestory	no	no	yes	no	48	Text	{'Love stories', 'Adventure stories', 'British -- Germany -- Fiction'}	['en']	91205
PG42085	A Bachelor Husband	Ayres, Ruby M. (Ruby Mildred)	1883	1955	lovestory	no	no	yes	no	51	Text	{'Inheritance and succession -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Marriage -- Fiction'}	['en']	91262
PG13532	Kindred of the Dust	Kyne, Peter B. (Peter Bernard)	1880	1957	lovestory	no	no	yes	no	54	Text	{'Love stories', 'Lumber trade -- Fiction', 'Children of the rich -- Fiction', 'Washington (State) -- Fiction'}	['en']	91268
PG70698	The lonely house	Lowndes, Marie Belloc	1868	1947	lovestory	no	no	yes	no	53	Text	{'Monte-Carlo (Monaco) -- Fiction', 'Heiresses -- Fiction', 'Thrillers (Fiction)', 'Young women -- Fiction', 'Love stories', 'British -- Monaco -- Fiction'}	['en']	91369
PG24201	The Eye of Osiris	Freeman, R. Austin (Richard Austin)	1862	1943	detective	no	no	no	yes	76	Text	{'London (England) -- Fiction', 'Detective and mystery stories', 'Thorndyke, Doctor (Fictitious character) -- Fiction', 'Physicians -- Fiction'}	['en']	91594
PG13354	The Boy Knight: A Tale of the Crusades	Henty, G. A. (George Alfred)	1832	1902	historical	yes	no	no	no	123	Text	{'Crusades -- Third, 1189-1192 -- Fiction', 'Knights and knighthood -- Fiction', 'Historical fiction', 'Richard I, King of England, 1157-1199 -- Fiction'}	['en']	91804
PG11110	A Countess from Canada: A Story of Life in the Backwoods	Marchant, Bessie	1862	1941	lovestory	no	no	yes	no	24	Text	{'Love stories', 'Families -- Fiction', 'Canada -- Fiction', 'Young women -- Fiction'}	['en']	91892
PG48443	A Singular Life	Phelps, Elizabeth Stuart	1844	1911	lovestory	no	no	yes	no	48	Text	{'Temperance -- Fiction', 'Missions -- Fiction', 'Christian life -- Fiction', 'Clergy -- Fiction', 'Love stories', 'New England -- Fiction'}	['en']	92042
PG14362	The Way of a Man	Hough, Emerson	1857	1923	historical	yes	no	no	no	92	Text	{'West (U.S.) -- Social life and customs -- 19th century -- Fiction', 'Overland journeys to the Pacific -- Fiction', 'Historical fiction', 'Wagon trains -- Fiction', 'Western stories'}	['en']	92097
PG49525	First Lensman	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	300	Text	{'Outer space -- Exploration -- Fiction', 'Space warfare -- Fiction', 'Space security -- Fiction', 'Psychic ability -- Fiction', 'Human-alien encounters -- Fiction', 'Space colonies -- Fiction', 'Science fiction', 'Imaginary wars and battles -- Fiction'}	['en']	92122
PG2068	Keziah Coffin	Lincoln, Joseph Crosby	1870	1944	historical	yes	no	no	no	48	Text	{'Historical fiction', 'New England -- Fiction'}	['en']	92167
PG1353	Off on a Comet! a Journey through Planetary Space	Verne, Jules	1828	1905	scifi	no	yes	no	no	164	Text	{'Science fiction', 'Interplanetary voyages -- Fiction'}	['en']	92180
PG34978	Burning Sands	Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)	1880	1934	lovestory	no	no	yes	no	79	Text	{'Love stories', 'British -- Egypt -- Fiction'}	['en']	92292
PG765	The Moon Pool	Merritt, Abraham	1884	1943	scifi	no	yes	no	no	135	Text	{'Science fiction', 'Oceania -- Fiction', 'Geographical myths -- Fiction', 'Botanists -- Fiction'}	['en']	92298
PG47899	The Forbidden Way	Gibbs, George	1870	1942	lovestory	no	no	yes	no	71	Text	{'Colorado -- Fiction', 'Railroads -- Fiction', 'Capitalists and financiers -- Fiction', 'Love stories', 'Man-woman relationships -- Fiction', 'New York (N.Y.) -- Fiction'}	['en']	92326
PG34825	She Buildeth Her House	Comfort, Will Levington	1878	1932	lovestory	no	no	yes	no	122	Text	{'Authors -- Fiction', 'Love stories', 'Critics -- Fiction', 'Occultism -- Fiction'}	['en']	92370
PG70494	Second stage Lensmen	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	207	Text	{'Space pirates -- Fiction', 'Undercover operations -- Fiction', 'Life on other planets -- Fiction', 'Space warfare -- Fiction', 'Telepathy -- Fiction', 'Peace officers -- Fiction', 'Science fiction', 'Organized crime -- Fiction'}	['en']	92372
PG66745	Belshazzar: A Tale of the Fall of Babylon	Davis, William Stearns	1877	1930	historical	yes	no	no	no	41	Text	{'Babylon (Extinct city) -- Fiction', 'Iraq -- History -- To 634 -- Fiction', 'Historical fiction', 'Belshazzar -- Fiction'}	['en']	92510
PG69584	Gray Lensman	Smith, E. E. (Edward Elmer)	1890	1965	scifi	no	yes	no	no	151	Text	{'Life on other planets -- Fiction', 'Science fiction', 'Space warfare -- Fiction'}	['en']	92617
PG3146	Two on a Tower	Hardy, Thomas	1840	1928	lovestory	no	no	yes	no	201	Text	{'Didactic fiction', 'Social classes -- Fiction', 'Love stories', 'Astronomical observatories -- Fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction'}	['en']	92693
PG72849	A private chivalry : $b a novel	Lynde, Francis	1856	1930	lovestory	no	no	yes	no	131	Text	{'Colorado -- Fiction', 'Redemption -- Fiction', 'Love stories', 'Western stories', 'Gamblers -- Fiction'}	['en']	92719
PG35684	At Large	Hornung, E. W. (Ernest William)	1866	1921	lovestory	no	no	yes	no	33	Text	{'Love stories', 'Australians -- England -- Fiction'}	['en']	92756
PG10455	A Golden Book of Venice	Turnbull, Lawrence, Mrs.		1927	historical	yes	no	no	no	18	Text	{'Venice (Italy) -- Fiction', 'Historical fiction'}	['en']	92771
PG67514	The House of the Arrow	Mason, A. E. W. (Alfred Edward Woodley)	1865	1948	detective	no	no	no	yes	56	Text	{'British -- France -- Fiction', 'Inheritance and succession -- Fiction', 'Detective and mystery stories', 'Lawyers -- Fiction', 'Murder -- Investigation -- Fiction'}	['en']	92801
PG55831	The Spider	Hume, Fergus	1859	1932	detective	no	no	no	yes	37	Text	{'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'England -- Fiction'}	['en']	92820
PG1692	1492	Johnston, Mary	1870	1936	historical	yes	no	no	no	60	Text	{'America -- Discovery and exploration -- Fiction', 'Explorers -- Fiction', 'Historical fiction', 'Discoveries in geography -- Fiction', 'Columbus, Christopher, 1451-1506 -- Fiction', 'Biographical fiction', 'Jewish sailors -- Fiction', 'Admirals -- Fiction', 'Sea stories'}	['en']	92894
PG1441	The Story of an African Farm	Schreiner, Olive	1855	1920	historical	yes	no	no	no	415	Text	{'Bildungsromans', 'Feminists -- Fiction', 'Young women -- Fiction', 'Historical fiction', 'Africa, Southern -- Fiction', 'Farm life -- Fiction'}	['en']	93165
PG19614	The Dark Forest	Walpole, Hugh	1884	1941	historical	yes	no	no	no	128	Text	{'War stories', 'Historical fiction', 'World War, 1914-1918 -- Fiction'}	['en']	93173
PG17053	Kate Bonnet: The Romance of a Pirate's Daughter	Stockton, Frank R.	1834	1902	lovestory	no	no	yes	no	159	Text	{'Love stories', 'Pirates -- Family relationships -- Fiction'}	['en']	93227
PG29266	Thurston of Orchard Valley	Bindloss, Harold	1866	1945	lovestory	no	no	yes	no	25	Text	{'Love stories', 'Engineers -- Fiction', 'Northwest, Canadian -- Fiction'}	['en']	93257
PG16457	All Around the Moon	Verne, Jules	1828	1905	scifi	no	yes	no	no	375	Text	{'Manned space flight -- Fiction', 'Space flight to the moon -- Fiction', 'Space ships -- Fiction', 'Science fiction', 'Moon -- Fiction'}	['en']	93274
